sentiment,location,retweet,score,hashtags,message,date,followers,likes,engagement_score,author,organization,sector,sub-sector
positive,Slovenia,0,0.802,None,RT OkroguLes Just saw this on Amazon Wood Is Good WD205 Mallet 18Ounce by Wood Is Good for 4158 via amazon,2021-04-28T17:30:46+00:00,18349,0,18349,OkroguLes,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,A Hockey Rink,0,0.4588,None,acthomasca Supposed Tesla isnt eating the cotton bud honestly,2021-04-28T17:30:47+00:00,7605,0,7605,icehockeystick,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,"BOMBAY, India / Jeddah, KSA.",0,0.6705,None,RT srivatsayb Poonawala is doing it like those Big Dhamaka sales by Amazon amp Flipkart where first they increase MRP amp then give discoun,2021-04-28T17:30:47+00:00,363,0,363,iamsahib21,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,"Cincinnati, OH",0,-0.5719,None,I woke up today so you know what that means I hate FedEx,2021-04-28T17:30:47+00:00,564,0,564,sathomas513,Fedex Corporation,Transportation,Transport & Logistics
positive,Slovenia,0,0.2204,None,RT OkroguLes Check out this Amazon deal DEWALT 12Inch Miter Saw 15Amp Single Bevel Compound DWS715 by DEWALT,2021-04-28T17:30:47+00:00,18349,0,18349,OkroguLes,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.2263,Myanmar,RT JusticeMyanmar Oil amp gas biz incl chevron bankroll the Myanmar militarys atrocities amp allow them to cont to act w total impunity,2021-04-28T17:30:48+00:00,58,0,58,kaytukhin_g,Chevron Corp,Energy,Oil & Gas Integrated Operations
positive,"Portland, OR",0,0.7579,None,sarahthebeef PetSafe Drinkwell Platinum or Platinum LED Pet Fountains Best for Cats and Small to Medium Dogs Fresh Filtered Water Dispenser LED Light for Nighttime Visibility 168 Oz Capacity,2021-04-28T17:30:48+00:00,26,0,26,earnest_cavalli,Others,Others,Others
positive,,0,0.1779,None,RT JENFL23 If you can buy from a small business instead of Amazon,2021-04-28T17:30:49+00:00,817,0,817,nosugarpop,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,United States,0,0.7269,None,Mens Einstein SwissQuartz StainlessSteelPlated Strap Grey 22 Casual Watch Model 40603 watches clock jewelry trends fashion amazon gifts giftideas amazon holiday blackfriday thanksgiving cybermonday primeday,2021-04-28T17:30:49+00:00,22,0,22,humanwatches,Others,Others,Others
positive,Slovenia,0,0.1779,None,RT OkroguLes Just saw this on Amazon AUTLEAD 16 Rivet Nut Tool Manual Rivet Nut Tool Set with QuickRelease and Auto Eject Design Cr,2021-04-28T17:30:49+00:00,18349,0,18349,OkroguLes,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,cosmos,0,-0.9001,None,RT minjinlee11 In less than two months weve witnessed murders of Korean amp Chinese spa workers amp Sikh FedEx employees brutal attacks a,2021-04-28T17:30:49+00:00,35,0,35,likespungold,Fedex Corporation,Transportation,Transport & Logistics
positive,"Florida, USA",0,0.4588,None,Jayce The Bee Time To ShineJoin Jayce on his latest adventure May 7th Preorders now available on Amazon Paperbacks available May 7thEBookHardcover,2021-04-28T17:30:49+00:00,557,0,557,jaycethebee,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.8555,Winningwednesday,RT GiftCardoffer02 Its WinningWednesday Follow amp RT by 5 pm EDT for a chance to win a 25 Amazon gift card 18 US only Sweepst,2021-04-28T17:30:49+00:00,104,0,104,redironpipe,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,United States%uD83C%uDF32%uD83C%uDF51%uD83C%uDDFA%uD83C%uDDF8,0,0.6705,None,RT BrettRSmith76 His wife sounds like a keeper Get your copy of the NYTs 1 amp Amazon 1 Bestseller Clinton Cash A Graphic Novel today,2021-04-28T17:30:50+00:00,32,0,32,Elizabeth765482,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"California, USA",0,0.9217,None,Audio FileNotwithstanding there is only one Deity there are three positive and divine personalizations of Deity Regarding the endowment of man with the divine indwelling Spirit Being Adjusters the Father said Absolute Amazon,2021-04-28T17:30:50+00:00,12,0,12,RevelatoryTruth,Others,Others,Others
positive,"Lagos, Nigeria",0,0.347,None,The Ford Mustang MachE GT Performance Edition Is Going Hard At The Tesla Model Y Performance via HygHyginus,2021-04-28T17:30:50+00:00,314,0,314,HygHyginus,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,"london ",0,0.1779,None,RT iddlebloke organisehq AmazonUK The way that Amazon treats all its workers is one of the many reasons why I am not a customer The f,2021-04-28T17:30:50+00:00,1668,0,1668,amorris72103013,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,He/Him %uD83C%uDFF3%uFE0F%u200D%uD83C%uDF08,0,0.4767,Judgmentday,RT RGGStudio Judgment Launch Giveaway JUDGMENTDAY 9days Were giving away a 40 Amazon voucher to 5 random entrants each day u,2021-04-28T17:30:51+00:00,1684,0,1684,gahara_dot_txt,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Republic of Slovenia,0,0.34,Bitcoins,RT BTCTN Tesla says in its Q1 filing with the SEC that the market value of its bitcoins at the end of the quarter was 248 billion cr,2021-04-28T17:30:51+00:00,6122,0,6122,bmz9453,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,They/Them,0,0.0516,None,RT LEZB3IN my birthday is coming up soon and itd mean soooo much if someone bought something off my wish list ignore the wigs https,2021-04-28T17:30:52+00:00,363,0,363,hangeisms,Others,Others,Others
positive,"Lagos, Nigeria",0,0.5994,None,RT mohtarifin KapaganKhan caprioleio Hi KapaganKhan You can get yours from Amazon and save 14 available on hardcover and paperbo,2021-04-28T17:30:53+00:00,3435,0,3435,TrustFrank_,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,"Denver, CO",0,-0.3818,None,Stop Bezos union busting nonsense Please sign the Petition to pass the ProAct,2021-04-28T17:30:54+00:00,267,0,267,emdoyle,Others,Others,Others
positive,Va,0,0.1779,None,RT Nblackthorne When desperation leads Emily to sell her virtue she walks straight into troubleGeorgian Era USA NY amp,2021-04-28T17:30:55+00:00,11125,0,11125,amaraaminx,Others,Others,Others
positive,,0,0.7184,None,Evolway Magnetic Gym Towels Sweat Absorbent Super Soft Washable for Fitness Workout Sports 354 x 157 inch Use Promo Code 70DICLTQDiscount70 Off,2021-04-28T17:30:55+00:00,47,0,47,KrattsDeals,Others,Others,Others
positive,"Pittsburgh, PA",0,0.6369,None,elonmusk with the greatest reply in history Someone turn that poop emoji tweet into an NFT,2021-04-28T17:30:55+00:00,35,0,35,srgmtrn,Others,Others,Others
negative,,0,-0.5719,None,RT juliaioffe I wrote a book about how big tech is evil Buy it now on Amazon he wrote on Twitter for iPhone,2021-04-28T17:30:55+00:00,36,0,36,Chris_Gardner15,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.3182,Whatshappeninginmyanmar,Please sign the petition WhatsHappeningInMyanmar Apr28Coup,2021-04-28T17:30:56+00:00,42,0,42,WintWahWahLwin,Others,Others,Others
positive,Los Angeles,0,0.4215,None,Great work on potential disruptive role of web3,2021-04-28T17:30:56+00:00,136,0,136,andrewjswillson,Others,Others,Others
positive,"Buffalo, WY",0,0.7845,Book,Deepest Roots of the Heart by ChautonaHavig book are on tour with CelebrateLit Read authors guest post amp enter the free giveaway for a 25 Amazon gift card amp a paperback book Follow Now,2021-04-28T17:30:56+00:00,331,0,331,ViolenteDeRojo,Others,Others,Others
positive,Need a PS5? Click below%uD83D%uDC47%uD83C%uDFFC,0,0.1779,None,Scarlet Nexus PS5 5999 Amazon USA,2021-04-28T17:30:57+00:00,50248,0,50248,PSStocks,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Manchester, England",0,0.1779,None,MarlenaKostecka From Ann Summers or Amazon,2021-04-28T17:30:57+00:00,1825,0,1825,rgrodgers,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,you are the cause of my euphoria.,0,0.3182,None,RT theweekndtears ArianaGrande theweeknd Save Your Tears Remix is OUT NOW Spotify iTunesApple Music ht,2021-04-28T17:30:57+00:00,573,0,573,abelspoutine,Others,Others,Others
positive,Home,0,0.4588,None,RT WanderingWeird1 A sweet rideSamuelVersion5 PassiValerio ShemalesOnCams Trans,2021-04-28T17:30:57+00:00,3363,0,3363,JSMorbius,Others,Others,Others
positive,,0,0.3182,None,RT Businesblog5 How many cars will Tesla deliver in 2021 Loup Ventures thinks Tesla could increase its delivery rate by about 80 thi,2021-04-28T17:30:58+00:00,818,0,818,Teslanews10,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
negative,Colorado,0,-0.25,None,feistywah I must use amazon for convenience and I hate it but otherwise yea to all,2021-04-28T17:30:58+00:00,106,0,106,JulianBlueHeart,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,"Torrelodones, España",0,-0.25,None,RT bluekeyworld Stop living with a home tied down by messy wires and tangles of electric cords Use Cable Clips to help achieve a clutter,2021-04-28T17:30:58+00:00,191,0,191,es_programacion,Others,Others,Others
positive,carrd byf~,0,0.4767,None,Birds Of Prey director Cathy Yan drops hints of a Young Catwoman Amazon Prime miniseries in the works with Helena Howard being rumoured to play Catwoman,2021-04-28T17:30:59+00:00,203,0,203,jinribun,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,,0,-0.25,None,RT bluekeyworld Stop living with a home tied down by messy wires and tangles of electric cords Use Cable Clips to help achieve a clutter,2021-04-28T17:30:59+00:00,69,0,69,EadithJendas,Others,Others,Others
negative,"Atlanta, GA",0,-0.7003,None,I actually linked up with one he was delivering next door and noticed he was sexy as hell I caught his eye and waved him over I asked a couple of questions about Amazn and finally asked if I could suck him off I sucked out a huge heated nut and he came back and pounded 2 in,2021-04-28T17:30:59+00:00,583,0,583,ColossalJoines,Others,Others,Others
positive,,0,0.1779,None,RT troijonet portiaNOfaux JessTheBest I can do Amazon Send that list to my phone,2021-04-28T17:30:59+00:00,1407,0,1407,_JessTheBest_,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,%u0418%u0437%u0440%u0430%u0438%u043B%u044C,0,0.7672,None,RT SVETLAN30548693 BE WITH ME MV SOON Listen on Amazon MusicPROUD OF DIMASHWE LOVE YOU DIMASHWell be with you Dimash V49,2021-04-28T17:30:59+00:00,237,0,237,ElenaShulgin1,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Artesia Los Angeles, CA",0,0.8442,None,Bellaa 27918 Wind Chimes Relaxing Tones Gifts Mom Outdoors Outside Clearance via amazon Best Mothers day Gifts,2021-04-28T17:31:00+00:00,1225,0,1225,BellaaInc,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.34,None,Just saw this on Amazon Gunn amp Moore Kids Opener Cricket Set 48 Years MultiColoured by Gunn amp Moore via amazon,2021-04-28T17:31:00+00:00,12,0,12,gojustonline,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,United States,0,0.5949,Freestevendonziger,RT marwilliamson So grateful this case is getting traction FreeStevenDonziger,2021-04-28T17:31:00+00:00,488,0,488,harmeet_HD,Others,Others,Others
positive,"Scottsdale, AZ",0,0.128,Darkfantasy,RT clschneider Crown of Stones to rival Game of Thronesan entertaining disturbing and compelling 5 stars darkfantasy kindleunli,2021-04-28T17:31:00+00:00,69974,0,69974,MAllanScott,Others,Others,Others
positive,"Scottsdale, AZ",0,0.3182,None,LinkedIn has named Amazon the number 1 company where Americans want to work in 2021,2021-04-28T17:31:01+00:00,22739,0,22739,NeilRetail,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.5574,None,RT portiaNOfaux troijonet JessTheBest Lmfaooooooooo man yall k is Im grateful for anything I love yall but i got a list of things,2021-04-28T17:31:01+00:00,1407,0,1407,_JessTheBest_,Others,Others,Others
positive,,0,0.1027,None,RT TudorTweep New ReleaseJane Seymour serves her beloved mistress Queen Katherine as King Henry VIII seeks to abandon his wife to ma,2021-04-28T17:31:01+00:00,9348,0,9348,JHalpernESP,Others,Others,Others
positive,"In Yoongi's Heart ",0,0.5098,None,ChillinClown Check in amazonAndyes you wont look like her but you would look better than her,2021-04-28T17:31:01+00:00,196,0,196,Yoongles_swaeg,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,,0,-0.743,None,RT JasmynnMari Bitch we are 19 and still getting our lives together You want a big ass ring ordered from Amazon then be my guest Im mo,2021-04-28T17:31:01+00:00,422,0,422,WhatRTheOds,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,,0,-0.3875,None,Specially oldies I dont care about your Tesla,2021-04-28T17:31:02+00:00,495,0,495,maddybostonn,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,"England, United Kingdom",0,0.7096,None,FOLLOW THE AMAZINGMissLadyLouisa Proudly supported by xxlpromo and xxlpromotions,2021-04-28T17:31:02+00:00,14002,0,14002,xxlpromo_,Others,Others,Others
positive,516 518,0,0.3612,None,like what is there even other than pulling out at this point its 2021 aint tesla make some brainwave controlled BC yet or sumn,2021-04-28T17:31:02+00:00,127,0,127,tevaslasvegas,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
negative,El nido,0,-0.5106,None,RT Jalopnik Tesla Somehow Cheated On Emissions With An EmissionsFree Car,2021-04-28T17:31:02+00:00,174,0,174,CuervoBorracho,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
negative,,0,-0.9001,None,RT minjinlee11 In less than two months weve witnessed murders of Korean amp Chinese spa workers amp Sikh FedEx employees brutal attacks a,2021-04-28T17:31:02+00:00,0,0,0,moredataplease,Fedex Corporation,Transportation,Transport & Logistics
positive,"Lisbon, Lisboa PT",0,0.4939,None,rockymehta heydave7 EmmetPeppers garyblack00 People care about the product Anyone wanting to try a Tesla will not be deterred by mainstream media Once they try they wont go back,2021-04-28T17:31:03+00:00,163,0,163,mariofrade,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
negative,Boogie Down Bronx,0,-0.2755,None,Am I the only guy who doesnt like this cologne,2021-04-28T17:31:04+00:00,2375,0,2375,_DonnCee,Others,Others,Others
positive,En El País De Nunca Jamas,0,0.1779,None,I propose that we buy 8 trees in the Amazon and that we put the name of each member of Stray KidsStrayKids,2021-04-28T17:31:04+00:00,15,0,15,barba_luu,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,"Melbourne, Victoria",0,-0.2584,None,RT SWSandy geezerpaulr and lets not forget to trust the Science of this Jab maker,2021-04-28T17:31:05+00:00,371,0,371,DbBourke,Others,Others,Others
negative,England,0,-0.128,None,Here is the link to preorder The Curious Cousins and the Smugglers of Bligh Island If you want to get the book from Amazon unfortunately you will have to wait till next Tuesday for the official release,2021-04-28T17:31:05+00:00,1513,0,1513,arcarver87,Others,Others,Others
positive,"Hamilton, Ontario Canada",0,0.7506,None,RT futurism Okay that looks pretty cool,2021-04-28T17:31:05+00:00,547,0,547,SMKP_Films,Others,Others,Others
positive,"Continent, Earth",0,0.0772,None,RT AddyFinch My birthday is coming up on Monday You could get me something from Amazon or flowers or whatever or idk you could just h,2021-04-28T17:31:05+00:00,365,0,365,LittleBitK_Reyn,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Abilene,Kansas",0,0.5574,Giveaway,Blossom and Bloom 50 Amazon Gift Card Giveaway via FreshBookDeals giveaway,2021-04-28T17:31:06+00:00,968,0,968,ajhess05,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Buffalo, NY",0,0.3612,None,RT BeautySwim Thx Kacey 1 link amp tag 8dreamtupdesignspopularcardigan SmittyD9199 FrancisSanibel ByTheShoreArts cgeclecti,2021-04-28T17:31:06+00:00,27900,0,27900,SmittyD9199,Others,Others,Others
positive,Need A PS5 ? Click Below %u2B07%uFE0F,0,0.1779,None,Scarlet Nexus PS5 5999 Amazon USA,2021-04-28T17:31:07+00:00,56720,0,56720,PSSlnfo,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.3612,None,ChrisDungeon albertopradas1 Surely it is an art if you can make monthly 30K with one single option Well done I am at around 56K monthly with Tesla options but 1015K in total monthly others are mostly vaccine companies,2021-04-28T17:31:07+00:00,6,0,6,fatih05541820,Others,Others,Others
positive,,0,0.2617,None,HavenBilzerian I didnt buy it but I believe you can find them on Amazon Ive seen them on there before,2021-04-28T17:31:07+00:00,13287,0,13287,ZerellaSkies,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,,0,-0.0516,None,It looks like someone is going to be in trouble Teslas head of UI leaves and leaks unreleased Cybertruck and FSD images in the process Electrek,2021-04-28T17:31:07+00:00,9,0,9,LionelWisconsin,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
negative,,0,-0.34,None,RT GraceOSllvn 12 The Amazon rainforest is yet again under attack Brazils congress might vote this evening to legalise land grabbing,2021-04-28T17:31:07+00:00,385,0,385,christineh5559,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Africa, Asia and South America",0,0.4767,None,Just look at the ears and masked face of this little Common squirrel monkey Venture deep into the Amazon jungle with an expert guide to learn about its wildlife and incredible ecosystems Image by AquaExpeditions Amazon Peru andbeyondtravel amazon peru discoverperu,2021-04-28T17:31:07+00:00,27322,0,27322,andbeyondtravel,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Killer Hill,0,0.296,None,RT Frediculous The streets COLLEGE IS A SCAMAmazon cheering on the movement bc they need low wage workers to keep the robots clea,2021-04-28T17:31:07+00:00,455,0,455,pippi_esfumarse,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Relaxing with the ratchets,USA",0,0.1779,None,RT FatKidDeals STEALSauvage by Christian Dior for 68Clip the coupon on the linkThis is shipped and sold by Amazon Not a 3rd,2021-04-28T17:31:08+00:00,496,0,496,Lord_Kwaz,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,USA | she/her,0,-0.7184,None,Poor little angel Ive made a sinner out of you Too hot for Amazon This erotica contains hard kinkedgeplay amp scary scenarios Buy Now amreading erotica bannedbooks,2021-04-28T17:31:08+00:00,14941,0,14941,harleylaroux,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"#RedSoxNation ",0,0.5267,None,TSLA Tesla had paper gain of nearly 1B on bitcoin holdings in Q1,2021-04-28T17:31:08+00:00,2583,0,2583,resx18,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,,0,0.296,None,Elon Musk once tweeted that the FAA space division is fundamentally broken and that the NTSB is more concerned with press headlines than actually promoting safety And dont get him started on the SEC via WSJ,2021-04-28T17:31:08+00:00,18631,0,18631,LuzanoB,Others,Others,Others
negative,United States,0,-0.34,Retail,Massage Gun for 8999 retail 199coupon on page Deal,2021-04-28T17:31:08+00:00,4931,0,4931,CoolDealCA,Others,Others,Others
positive,,0,0.4404,None,RT Tesla Your Tesla will continue to improve long after you bought it,2021-04-28T17:31:08+00:00,3,0,3,Gammelsmurf2,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,"Artesia Los Angeles, CA",0,0.5994,None,Bellaa 27918 Wind Chimes Relaxing Tones Gifts Mom Outdoors Outside Clearance via amazon,2021-04-28T17:31:08+00:00,1225,0,1225,BellaaInc,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.6249,Crypto,Great news in crypto these days Germany opens up to institutional crypto funds Nexon announces purchase of 1717 Bitcoin for 100 million Tesla still holds 90 of its btc position CloakCoin still trading over 150 cloak btc ALTSEASON,2021-04-28T17:31:08+00:00,460,0,460,DonCrypt0,Others,Others,Others
positive,He/Him. Vibin to Yeezus,0,0.4767,Judgmentday,RT RGGStudio Judgment Launch Giveaway JUDGMENTDAY 9days Were giving away a 40 Amazon voucher to 5 random entrants each day u,2021-04-28T17:31:09+00:00,276,0,276,LongLiveRayn,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,United States,0,-0.2808,Rt,RT Car01am RT AuthorCynthiaHGreat A HIGH PRICE TO PAY the second installment in the Madeline Dawkins series had me gripping the,2021-04-28T17:31:09+00:00,695,0,695,Badass_Reads,Others,Others,Others
negative,,0,-0.4572,None,I want to go on Amazon so badly someone tie my hands behind my back right now,2021-04-28T17:31:09+00:00,1320,0,1320,GodlessFlooze,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,United Kingdom,0,-0.7906,None,UK team Locked my account 10 days are passed I submitted the Utility bill they asked more then 100 times and Fax the Bill more then 10 times No reply Poorest Service Worst Company Amazon No Ethical Behavior Same Reply Every 24 hours JeffBezos AmazonHelp,2021-04-28T17:31:09+00:00,10,0,10,AlifiedD,Others,Others,Others
positive,"Wyoming, MI",0,0.8422,Pilgrimage,By they way if you are intrigued by image of the Christian life as a Pilgrimage you should check out this fantastic book on the subject of spiritual pilgrimage by lisadeam who is an amazing writer 3ktoJesus,2021-04-28T17:31:09+00:00,1319,0,1319,drdominee,Others,Others,Others
negative,,0,-0.707,None,Apparently Amazon will no longer let you watch TV if you have items in your online shopping cart That seems wrong but I deleted them all and low and be fucking hold problem solved,2021-04-28T17:31:10+00:00,568,0,568,Hexpatriot,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.5267,None,TSLA Tesla had paper gain of nearly 1B on bitcoin holdings in Q1,2021-04-28T17:31:10+00:00,0,0,0,chrisbe29457124,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
negative,"California, USA",0,-0.0516,None,Audio FileLucifer and Satan freely roamed the Satania system until the completion of the bestowal mission of Michael on Urantia They were last on our world together during the time of their combined assault upon the Son of ManFormerly Amazon,2021-04-28T17:31:10+00:00,12,0,12,RevelatoryTruth,Others,Others,Others
negative,Hollywood,0,-0.4588,Prime,Toxic Trait renting Indy sleeper horror movies on Amazon Prime and then sleeping on them until the rental is expired Prime,2021-04-28T17:31:11+00:00,1050,0,1050,Seannifer,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"read chainsaw man ",0,0.4767,Judgmentday,RT RGGStudio Judgment Launch Giveaway JUDGMENTDAY 9days Were giving away a 40 Amazon voucher to 5 random entrants each day u,2021-04-28T17:31:11+00:00,480,0,480,sIayerV,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,UK,0,0.6841,Free,RT JoeEliseon SNARKEY amp PUTTS I THE CASE OF THE UNDEAD ARBITRATOR eBook now FREE Download takes emotional capital onlyKindle eBook,2021-04-28T17:31:11+00:00,24520,0,24520,cherrymischivus,Others,Others,Others
positive,"Beaufort, SC",0,0.6705,None,Hahahaa I fell asleep on my amazon amazonfiretv remotethats amazing,2021-04-28T17:31:11+00:00,1175,0,1175,TonyFnB,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"California, USA",0,0.5423,None,Audio FileWith the advancing evolution of an inhabited planet and the further spiritualization of its inhabitants additional spiritual influences may be received by such mature personalities As Amazon Anthroposophy Biologicalevolution,2021-04-28T17:31:12+00:00,12,0,12,RevelatoryTruth,Others,Others,Others
positive,London,0,0.7269,None,RT ProudSocialist Steven Donziger is a hero and an environmentalist lawyer who is being persecuted by Chevron because he helped win a lan,2021-04-28T17:31:12+00:00,2213,0,2213,sebkraemer,Chevron Corp,Energy,Oil & Gas Integrated Operations
positive,New Hampshire USA,0,0.6597,None,RT GlenisKellet The plot is well paced and full of unexpected twists that encourage the reader to untangle Grady,2021-04-28T17:31:14+00:00,13422,0,13422,Pat_McDermott,Others,Others,Others
positive,,0,0.34,None,Tesla One dat tesla will Deicide It doesnt need human anymore and will go and play with other teslas,2021-04-28T17:31:14+00:00,4,0,4,arturnow,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,,0,0.347,Nowplaying,GOSPEL MIX ID AMAZON ECHO is NowPlaying on GospelMixRadio Download our app for iOS and Android,2021-04-28T17:31:14+00:00,271,0,271,GospelMixRadio1,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Vishakhapatnam, India",0,0.1779,None,RT HeadExposure Are you watching the Oscars tonightOr are you watching ROBERRT Tharun Sudhir 2021 on Amazon Prime You should watch,2021-04-28T17:31:14+00:00,2378,0,2378,DTrendsTelugu,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Japan,0,0.2263,Myanmar,RT JusticeMyanmar Oil amp gas biz incl chevron bankroll the Myanmar militarys atrocities amp allow them to cont to act w total impunity,2021-04-28T17:31:14+00:00,14,0,14,Aurora5121,Chevron Corp,Energy,Oil & Gas Integrated Operations
positive,Chicago,0,0.1779,None,Amazon 4599 LIAN LI PW8V2 ADDRESSABLE RGB STRIMER Plus 8PIN white 123114,2021-04-28T17:31:14+00:00,14443,0,14443,LeBlarstOfTimes,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"California, USA",0,0.1779,None,FordJohnathan5 Neither am I Then again there was just a knock on the doorUhOhPhew it was just Amazon,2021-04-28T17:31:15+00:00,2530,0,2530,rickathy227,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,"Paris, France",0,-0.25,None,RT bluekeyworld Stop living with a home tied down by messy wires and tangles of electric cords Use Cable Clips to help achieve a clutter,2021-04-28T17:31:15+00:00,565,0,565,Elodie_video,Others,Others,Others
positive,Nantes (France),0,0.1779,None,Report Amazon will surpass Walmart as Americas biggest retailer by 2025 RetailWire,2021-04-28T17:31:16+00:00,593,0,593,JeanDuchaine,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"California, USA",0,0.7269,None,Free PDF Download The Wings of JesusAmazon Kindle and Paperback Editions The Wings of Jesus Table of Contents The Wings of Jesus Who Jesus Really IsThe Story of Jesus The Son of God Amazon AmazonKindle Americanwriters,2021-04-28T17:31:16+00:00,12,0,12,RevelatoryTruth,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,USA,0,0.2617,None,777KAB1 Have you read the book Dissolving Illusions I had the book on Kindle but Amazon seems to have deleted my purchase of it that i maid around mid 2015,2021-04-28T17:31:17+00:00,1240,0,1240,1wTheForce_FIWM,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.5574,None,RT FoodNetwork Every drink tastes better out of a pineapple keg Get a Pineapple Corer on Amazon We may mak,2021-04-28T17:31:17+00:00,59,0,59,RRamonaPatrick,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,UK,0,0.5574,Inspirational,RT MichelleKidd67 TIMELESS MOMENTS Michelle KiddInspirational Romance Read freewith KindleUnlimited W,2021-04-28T17:31:17+00:00,24520,0,24520,cherrymischivus,Others,Others,Others
positive,,0,0.5719,None,RT thrillerwriters HOW TO WRITE A MYSTERY edited by LeeChildReacher and Liliana Hart is the perfect guide for any writer looking for ex,2021-04-28T17:31:17+00:00,4251,0,4251,KJHoweAuthor,Others,Others,Others
positive,USA,0,0.8555,Winningwednesday,RT takeaDailybreak Its WinningWednesday Follow amp RT by 5 pm EDT for a chance to win a 25 Amazon gift card 18 US only Sweepst,2021-04-28T17:31:18+00:00,35,0,35,happy_dude742,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.3612,None,RT litepocketdeals Use code E93IHJ4ZDragtiger Speed Jump Rope Endurance Workout for Boxing MMA Martial Arts or Just Staying Fit A,2021-04-28T17:31:18+00:00,24,0,24,silicontrend,Others,Others,Others
